Player,Shot,Type,Stroke,Spin,Speed (MPH),2,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,New Points
Lenn Luemkemann,9,in_play,Overhead,Flat,60.650082,153,0,0,short,deuce,far,-1.188074,17.505196,short,ad,near,-1.039062,7.045065,2.419922,---,In,false,19:54:06,3930.73999,152
Lenn Luemkemann,1,first_serve,Serve,Slice,103.304695,154,0,0,short,ad,far,0.238687,18.286367,deep,ad,near,-1.071289,0.19052,2.390625,down the T,In,false,19:54:38,3962.560059,153
Opponent,2,first_return,Forehand,Flat,46.008598,154,0,0,deep,ad,near,-3.199219,2.109375,out,ad,far,0.643066,25.646288,1.379883,inside out,In,false,19:54:39,3963.290039,153
Lenn Luemkemann,3,serve_plus_one,Backhand,Flat,46.60923,154,0,0,deep,ad,far,0.81954,23.701881,deep,ad,near,-3.751953,0.084128,0.887695,cross court,In,false,19:54:40,3964.560059,153
Opponent,4,return_plus_one,Forehand,Flat,62.956245,154,0,0,deep,ad,near,-3.119883,1.22819,out,ad,far,1.558594,25.755663,1.081055,inside out,In,false,19:54:42,3966.22998,153
Lenn Luemkemann,5,in_play,Backhand,Topspin,62.431297,154,0,0,deep,ad,far,1.913034,23.707972,out,ad,near,-3.330078,-1.493997,1.226562,cross court,In,false,19:54:43,3967.48999,153
Opponent,6,in_play,Forehand,Topspin,52.608177,154,0,0,deep,ad,near,-3.475828,4.12157,out,ad,far,2.019531,25.615038,0.787109,inside out,In,false,19:54:44,3968.75,153
Lenn Luemkemann,7,in_play,Backhand,Topspin,62.798054,154,0,0,deep,ad,far,1.833744,21.201313,deep,ad,near,-3.582031,-0.392434,1.185547,cross court,In,false,19:54:46,3970.110107,153
Opponent,8,in_play,Backhand,Slice,52.991974,154,0,0,deep,deuce_alley,near,5.147171,0.03977,deep,ad,far,2.697266,24.615038,1.478516,down the line,Out,false,19:54:47,3971.429932,153
Lenn Luemkemann,1,first_serve,Serve,Slice,100.052818,155,0,0,short,deuce,far,-0.933143,17.367559,deep,deuce,near,0.807617,-0.072122,2.582031,down the T,In,false,19:56:49,4093.26001,154
Opponent,2,first_return,Backhand,Topspin,37.40815,155,0,0,short,deuce,far,-1.720703,12.515625,deep,deuce,far,-1.521484,24.927538,1.395508,inside out,Net,false,19:56:50,4094.030029,154
Lenn Luemkemann,1,first_serve,Serve,Slice,113.045334,156,0,0,short,ad,far,0.884608,17.812685,deep,ad,near,-1.080078,-0.306497,2.423828,down the T,In,false,19:57:14,4118.339844,155
Opponent,2,first_return,Forehand,Flat,45.036854,156,0,0,deep,ad_alley,near,-5.023438,0.46875,out,ad,far,1.363281,25.458788,1.350586,inside in,Out,false,19:57:15,4119.009766,155
Lenn Luemkemann,1,first_serve,Serve,Slice,39.180332,157,0,0,short,deuce,near,0.663574,5.648626,deep,deuce,near,0.497803,0.099784,2.199219,down the T,Net,false,19:57:33,4136.930176,156
Lenn Luemkemann,1,second_serve,Serve,Kick,75.23008,158,0,0,deep,deuce,far,-1.947618,18.416756,deep,deuce,near,0.84082,-0.056497,2.484375,down the T,Out,false,19:57:47,4150.970215,157
Opponent,2,second_return,Forehand,Topspin,35.542919,158,0,0,short,deuce,far,-0.849609,12.25,deep,deuce,far,-2.398438,24.208788,1.742188,cross court,Net,false,19:57:48,4152.100098,157
Lenn Luemkemann,1,first_serve,Serve,Kick,111.935555,159,0,0,short,ad,far,2.603168,17.578094,deep,ad,near,-1.105469,-0.079934,2.453125,out wide,In,false,19:58:08,4171.859863,158
Opponent,2,first_return,Backhand,Topspin,72.957451,159,0,0,deep,ad,near,-0.26675,1.484392,deep,ad,far,3.972656,24.818163,1.322266,cross court,In,false,19:58:09,4172.790039,158
Lenn Luemkemann,3,serve_plus_one,Forehand,Flat,58.693699,159,0,0,deep,ad,far,0.632759,22.482695,deep,ad,near,-0.644043,0.545066,0.533203,inside out,In,false,19:58:09,4173.609863,158
Opponent,4,return_plus_one,Forehand,Topspin,44.519779,159,0,0,out,ad,near,-2.485378,-1.087273,deep,ad,far,0.52002,24.146288,1.167969,inside out,Out,false,19:58:10,4174.640137,158
Opponent,1,first_serve,Serve,Slice,50.405304,163,0,0,short,ad,far,2.476562,12.421875,deep,deuce,far,-0.812012,24.021288,2.392578,out wide,Net,false,19:58:47,4211.399902,162
Opponent,1,second_serve,Serve,Slice,80.183144,164,0,0,short,deuce,near,3.749087,8.301566,deep,deuce,far,-0.797363,24.208788,2.4375,out wide,In,false,19:59:13,4236.950195,163
Lenn Luemkemann,2,second_return,Forehand,Flat,47.269226,164,0,0,deep,deuce,far,-1.353071,18.914484,deep,deuce_alley,near,4.800781,0.310691,1.415039,down the line,In,false,19:59:14,4237.819824,163
Opponent,3,serve_plus_one,Forehand,Flat,55.191772,164,0,0,out,ad,near,-4.113992,-0.130628,deep,deuce,far,-3.193359,23.302538,1.558594,down the line,Out,false,19:59:15,4239.319824,163
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,32.749752,164,0,0,short,deuce,far,-2.445312,16.65625,out,ad,near,-3.902344,-2.798685,1.169922,down the line,In,false,19:59:16,4240.549805,163
Opponent,5,in_play,Volley,Flat,17.320551,164,0,0,deep,deuce,near,1.836834,4.563817,short,deuce,far,-2.445312,17.865038,1.957031,cross court,In,false,19:59:18,4242.430176,163
Opponent,1,first_serve,Serve,Kick,80.513084,166,0,0,short,center_line,near,-0.011016,6.434479,deep,ad,far,0.082825,23.095278,2.228516,down the T,In,false,19:59:52,4276.209961,165
Lenn Luemkemann,2,first_return,Forehand,Slice,41.679569,166,0,0,deep,ad,near,-2.201172,5.144531,out,ad,near,-1.233398,-1.048684,1.151367,inside out,Net,false,19:59:53,4276.910156,165
Opponent,1,first_serve,Serve,Flat,90.311272,167,0,0,short,deuce,near,2.687189,5.514497,deep,deuce,far,-0.575195,22.536913,2.257812,out wide,In,false,20:00:16,4300.640137,166
Lenn Luemkemann,2,first_return,Backhand,Flat,40.448189,167,0,0,deep,ad,far,0.950465,19.202568,deep,deuce,near,2.849609,-0.267434,0.979004,inside in,In,false,20:00:17,4301.339844,166
Opponent,3,serve_plus_one,Forehand,Flat,67.079048,167,0,0,deep,ad,near,-3.406518,4.886499,deep,deuce,far,-0.161377,22.990038,1.28125,down the line,In,false,20:00:19,4302.939941,166
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,29.485682,167,0,0,short,deuce,far,-1.210602,12.817182,out,ad_alley,near,-4.570312,-1.736184,0.568848,down the line,In,false,20:00:20,4304.189941,166
Opponent,5,in_play,Overhead,Flat,112.58358,167,0,0,short,deuce,near,3.06092,7.554438,short,deuce,far,-0.443848,17.177538,2.6875,---,In,false,20:00:23,4307.569824,166
Opponent,1,first_serve,Serve,Kick,91.411369,168,0,0,short,ad,near,-3.277761,7.683968,deep,ad,far,0.17334,23.505909,2.355469,out wide,In,false,20:01:10,4353.97998,167
Lenn Luemkemann,2,first_return,Backhand,Topspin,34.71196,168,0,0,short,ad,near,-2.175781,11.6875,deep,ad_alley,near,-4.613281,0.060691,1.246094,down the line,Net,false,20:01:10,4354.680176,167
Opponent,1,first_serve,Serve,Kick,88.640671,169,0,0,short,ad,far,2.603516,12.859375,deep,deuce,far,-0.801758,24.365038,2.136719,out wide,Net,false,20:02:48,4452.129883,168
Opponent,1,second_serve,Serve,Slice,60.10611,170,0,0,short,deuce,near,1.808275,6.198089,deep,deuce,far,-0.443115,23.833788,2.173828,down the T,In,false,20:03:07,4471.660156,169
Lenn Luemkemann,2,second_return,Forehand,Topspin,39.019573,170,0,0,out,deuce_alley,far,-4.227336,23.812065,deep,deuce,near,2.423828,-0.353372,1.785156,down the line,Out,false,20:03:09,4472.859863,169
Opponent,1,first_serve,Serve,Flat,40.341202,171,0,0,short,deuce,far,-2.925781,12.992188,deep,ad,far,0.193115,22.71806,2.160156,out wide,Net,false,20:03:36,4500.75,170
Opponent,1,second_serve,Serve,Kick,57.156757,172,0,0,short,ad,near,-3.105276,8.037398,deep,ad,far,0.733887,23.599413,2.324219,out wide,In,false,20:03:44,4508.080078,171
Lenn Luemkemann,2,second_return,Backhand,Topspin,59.17918,172,0,0,deep,ad,far,2.135933,19.789768,deep,ad,near,-3.535156,1.732566,1.613281,cross court,In,false,20:03:45,4509.25,171
Opponent,3,serve_plus_one,Backhand,Flat,50.793556,172,0,0,deep,deuce,near,0.976986,0.548307,out,ad,far,3.296875,25.427538,1.347656,down the line,In,false,20:03:46,4510.379883,171
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,43.962315,172,0,0,deep,ad,far,2.506616,20.117353,out,deuce,near,0.724609,-1.939309,1.449219,down the line,In,false,20:03:48,4511.850098,171
Opponent,5,in_play,Forehand,Flat,47.790581,172,0,0,deep,ad,near,-1.428994,3.558397,deep,ad,far,2.210938,24.490038,1.734375,inside out,In,false,20:03:49,4513.509766,171
Lenn Luemkemann,6,in_play,Forehand,Topspin,58.176418,172,0,0,deep,ad,far,2.666116,19.444679,out,ad,near,-2.003906,-1.493997,1.386719,inside out,In,false,20:03:51,4515.060059,171
Opponent,7,in_play,Backhand,Topspin,51.172642,172,0,0,short,ad,near,-1.476355,8.02988,deep,ad,far,2.824219,24.802538,1.436523,cross court,In,false,20:03:52,4516.410156,171
Lenn Luemkemann,8,in_play,Backhand,Slice,40.313293,172,0,0,deep,ad,far,1.474015,20.031282,deep,ad,near,-2.699219,2.46694,1.224609,cross court,In,false,20:03:54,4517.77002,171
Opponent,9,in_play,Backhand,Slice,42.933308,172,0,0,deep,ad,near,-1.93096,3.790706,deep,ad,far,1.496094,24.302538,0.82959,cross court,In,false,20:03:55,4519.240234,171
Lenn Luemkemann,10,in_play,Backhand,Topspin,60.699745,172,0,0,deep,deuce,far,-2.494153,21.402699,deep,ad,near,-2.101562,0.349753,0.912598,down the line,In,false,20:03:56,4520.709961,171
Opponent,11,in_play,Forehand,Topspin,56.008656,172,0,0,deep,deuce,near,1.459757,5.483065,deep,deuce,far,-2.427734,24.833788,1.173828,cross court,In,false,20:03:58,4522.009766,171
Lenn Luemkemann,12,in_play,Forehand,Topspin,71.552612,172,0,0,deep,deuce,far,-2.85491,20.316967,deep,deuce,near,1.94043,0.631003,1.292969,cross court,In,false,20:03:59,4523.27002,171
Opponent,13,in_play,Forehand,Slice,68.32872,172,0,0,short,deuce,far,-1.954102,13.828125,out,deuce_alley,far,-4.523438,27.490038,0.943359,down the line,Net,false,20:04:00,4524.490234,171
Opponent,1,first_serve,Serve,Flat,83.011078,173,0,0,short,deuce,far,-1.266131,12.890625,deep,deuce,far,-0.749512,23.958788,2.265625,down the T,Net,false,20:04:34,4558.359863,172
Opponent,1,second_serve,Serve,Kick,57.612602,174,0,0,short,deuce,near,1.190564,8.89096,deep,deuce,far,-0.51416,23.365038,2.238281,down the T,In,false,20:04:49,4573.069824,173
Lenn Luemkemann,2,second_return,Backhand,Topspin,62.668011,174,0,0,deep,ad,far,3.648576,18.726381,deep,deuce,near,1.549805,1.537253,1.423828,inside in,In,false,20:04:50,4574.040039,173
Opponent,3,serve_plus_one,Backhand,Flat,31.660225,174,0,0,short,deuce,near,0.22876,8.914062,out,ad,far,3.617188,26.068163,1.128906,down the line,In,false,20:04:51,4575.209961,173
Lenn Luemkemann,4,return_plus_one,Overhead,Flat,121.590271,174,0,0,short,ad,far,2.074435,15.592216,short,deuce,near,0.22876,8.388816,2.492188,---,In,false,20:04:53,4577.470215,173
Opponent,1,first_serve,Serve,Flat,103.576897,175,0,0,short,ad,near,-0.128755,6.809889,deep,ad,far,0.97998,23.677538,2.373047,down the T,In,false,20:05:38,4622.459961,174
Lenn Luemkemann,2,first_return,Forehand,Flat,44.925541,175,0,0,deep,deuce,far,-1.050781,23.625,out,ad,near,-0.743652,-1.720559,0.963867,inside in,In,false,20:05:39,4622.930176,174
Opponent,3,serve_plus_one,Forehand,Topspin,41.295036,175,0,0,deep,ad,near,-2.846688,3.49761,deep,deuce,far,-1.050781,24.833788,0.56543,down the line,In,false,20:05:40,4624.379883,174
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,65.161003,175,0,0,deep,ad,far,1.124869,20.255541,deep,ad,near,-2.429688,-0.275247,1.232422,cross court,In,false,20:05:42,4625.779785,174
Opponent,5,in_play,Backhand,Topspin,46.309982,175,0,0,short,deuce,near,1.444169,6.32684,deep,ad,far,1.858398,24.505663,0.941406,down the line,In,false,20:05:43,4627.049805,174
Lenn Luemkemann,6,in_play,Forehand,Topspin,78.972656,175,0,0,deep,deuce,far,-2.062701,21.728106,deep,deuce,near,0.897461,-0.009622,1.210938,cross court,In,false,20:05:44,4628.410156,174
Opponent,7,in_play,Forehand,Topspin,48.628036,175,0,0,deep,ad,near,-3.113432,2.023108,out,deuce,far,-2.802734,25.240038,1.398438,down the line,In,false,20:05:45,4629.410156,174
Lenn Luemkemann,8,in_play,Backhand,Topspin,60.520046,175,0,0,deep,ad,far,2.272361,21.175848,out,ad,near,-2.822266,-0.986184,1.039062,cross court,In,false,20:05:47,4630.810059,174
Opponent,9,in_play,Backhand,Topspin,58.122555,175,0,0,short,ad,near,-0.452765,7.793825,deep,ad,far,2.697266,24.208788,1.472656,cross court,In,false,20:05:48,4632.209961,174
Lenn Luemkemann,10,in_play,Backhand,Topspin,54.519714,175,0,0,deep,ad,far,2.604919,23.772348,deep,ad,near,-1.867188,0.084128,0.626953,cross court,In,false,20:05:49,4633.509766,174
Opponent,11,in_play,Backhand,Topspin,55.166153,175,0,0,short,ad,near,-2.619631,5.914417,out,ad,far,3.162109,26.083788,0.76709,cross court,In,false,20:05:51,4634.810059,174
Lenn Luemkemann,12,in_play,Backhand,Flat,60.693199,175,0,0,deep,deuce,far,-3.409963,22.76557,deep,ad,near,-3.195312,0.818503,0.914551,down the line,In,false,20:05:52,4636.109863,174
Opponent,1,first_serve,Serve,Kick,99.073555,176,0,0,deep,deuce,near,4.102756,5.391694,deep,deuce,far,0.012543,23.724413,1.804688,out wide,Out,false,20:06:25,4669.5,175
Lenn Luemkemann,2,first_return,Forehand,Topspin,36.287872,176,0,0,deep,ad,far,2.376953,21.03125,out,deuce_alley,near,5.179688,-1.251809,0.879883,down the line,In,false,20:06:26,4670.029785,175
Opponent,1,first_serve,Serve,Kick,127.452324,177,0,0,short,deuce,near,0.39507,7.525229,deep,deuce,far,-0.78418,24.427538,2.285156,down the T,In,false,20:06:37,4680.890137,176
Lenn Luemkemann,2,first_return,Backhand,Topspin,63.112865,177,0,0,deep,deuce,far,-3.316768,21.279028,deep,deuce,near,0.611816,-0.329934,1.261719,inside out,In,false,20:06:38,4681.830078,176
Opponent,3,serve_plus_one,Forehand,Topspin,51.840919,177,0,0,short,deuce,near,2.664871,6.474222,out,deuce,far,-3.640625,25.677538,1.103516,cross court,In,false,20:06:39,4683.189941,176
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,74.416565,177,0,0,deep,ad,far,3.045438,21.480238,deep,deuce,near,3.361328,-0.212747,0.869141,down the line,In,false,20:06:40,4684.620117,176
Opponent,5,in_play,Backhand,Slice,52.012283,177,0,0,deep,ad,near,-0.034737,3.008224,deep,ad,far,2.179688,24.927538,1.46582,cross court,In,false,20:06:42,4685.819824,176
Lenn Luemkemann,6,in_play,Forehand,Topspin,54.964325,177,0,0,deep,ad,far,2.00436,23.530844,out,ad,near,-0.740234,-0.697122,1.095703,inside out,In,false,20:06:43,4687.149902,176
Opponent,7,in_play,Backhand,Topspin,55.054958,177,0,0,deep,ad,near,-1.639941,5.287026,out,ad,far,1.995117,25.146288,1.082031,cross court,In,false,20:06:44,4688.600098,176
Lenn Luemkemann,8,in_play,Backhand,Topspin,66.1735,177,0,0,deep,ad,far,2.172765,21.286041,deep,ad,near,-2.263672,-0.368997,1.015625,cross court,In,false,20:06:46,4689.899902,176
Opponent,9,in_play,Backhand,Flat,49.990105,177,0,0,short,ad,near,-3.025657,7.756957,out,ad,far,2.560547,25.177538,1.134766,cross court,In,false,20:06:47,4691.129883,176
Lenn Luemkemann,10,in_play,Backhand,Topspin,77.939041,177,0,0,deep,deuce,far,-2.492568,22.694387,deep,ad,near,-3.791016,-0.009622,0.769531,down the line,In,false,20:06:48,4692.600098,176
Opponent,11,in_play,Forehand,Topspin,51.502274,177,0,0,deep,deuce,near,1.257354,2.53757,deep,deuce,far,-1.943359,24.802538,1.275391,cross court,In,false,20:06:50,4693.810059,176
Lenn Luemkemann,12,in_play,Forehand,Topspin,59.633183,177,0,0,deep,deuce,far,-1.037669,19.986088,out,deuce,near,0.916504,-0.642434,1.111328,cross court,In,false,20:06:51,4694.97998,176
Opponent,1,first_serve,Serve,Flat,56.016541,179,0,0,short,ad,far,3.341797,13.039062,deep,deuce,far,-0.759766,24.302538,2.242188,out wide,Net,false,20:07:35,4738.990234,178
Opponent,1,second_serve,Serve,Kick,99.073555,180,0,0,short,deuce,near,1.688442,7.749047,deep,deuce,far,-0.574219,23.208788,2.287109,down the T,In,false,20:07:43,4747.040039,179
Lenn Luemkemann,2,second_return,Backhand,Slice,38.798069,180,0,0,deep,deuce,far,-0.031651,18.325665,deep,deuce,near,2.056641,1.193503,1.108398,inside out,In,false,20:07:44,4747.77002,179
Opponent,3,serve_plus_one,Forehand,Flat,43.741425,180,0,0,short,ad,near,-4.103633,6.456231,deep,deuce,far,-1.134766,22.115038,1.064453,down the line,In,false,20:07:45,4749.299805,179
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,43.337017,180,0,0,deep,ad,far,2.957031,21.8125,out,ad_alley,near,-4.617188,-1.314309,0.665527,down the line,In,false,20:07:47,4750.870117,179
Opponent,5,in_play,Volley,Flat,17.320551,180,0,0,deep,ad,far,2.990234,21.375,deep,ad,far,2.957031,23.021288,1.080078,cross court,Net,false,20:07:48,4752.27002,179
Opponent,1,first_serve,Serve,Flat,75.658127,182,0,0,short,ad,near,-0.779785,6.720218,deep,ad,far,0.779297,23.443163,1.417969,down the T,In,false,20:08:31,4795.069824,181
Lenn Luemkemann,2,first_return,Forehand,Topspin,50.166637,182,0,0,deep,ad,far,2.725484,19.75836,out,ad,near,-1.142578,-1.376809,1.244141,inside out,In,false,20:08:31,4795.470215,181
Opponent,3,serve_plus_one,Backhand,Topspin,54.639431,182,0,0,deep,ad,near,-2.935245,0.004661,deep,ad,far,2.591797,24.083788,1.287109,cross court,In,false,20:08:33,4796.990234,181
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,57.67643,182,0,0,deep,ad,far,2.377193,21.866117,out,ad,near,-2.443359,-1.681497,0.961914,cross court,In,false,20:08:34,4798.189941,181
Opponent,5,in_play,Backhand,Topspin,52.776516,182,0,0,short,ad,near,-1.30419,7.288112,deep,ad,far,2.636719,24.677538,1.203125,cross court,In,false,20:08:35,4799.589844,181
Lenn Luemkemann,6,in_play,Backhand,Slice,30.418653,182,0,0,short,deuce,far,-3.36519,15.117409,deep,ad,near,-2.416016,0.279441,0.760254,down the line,In,false,20:08:37,4800.890137,181
Opponent,7,in_play,Forehand,Slice,57.533638,182,0,0,short,deuce_alley,far,-4.581848,16.823866,deep,deuce,far,-3.287109,21.771288,0.846191,down the line,Net,false,20:08:39,4802.890137,181
Opponent,8,in_play,Forehand,Slice,43.367638,182,0,0,deep,ad,near,-4.00843,1.45115,short,deuce,far,-2.765625,14.458788,2.384766,down the line,In,false,20:08:39,4803.490234,181
Lenn Luemkemann,1,first_serve,Serve,Flat,87.592552,183,0,0,deep,deuce_alley,far,-4.133281,18.460552,deep,deuce,near,0.643066,-0.126809,2.574219,out wide,Out,false,20:09:18,4842.740234,182
Opponent,2,first_return,Forehand,Topspin,32.622669,183,0,0,short,ad,near,-1.388071,6.190936,deep,deuce_alley,far,-4.855469,24.740038,1.119141,down the line,In,false,20:09:19,4843.689941,182
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,80.810989,183,0,0,deep,deuce,far,-2.329869,22.355644,deep,ad,near,-1.102539,2.302878,1.814453,inside in,In,false,20:09:21,4845.490234,182
Opponent,4,return_plus_one,Forehand,Topspin,46.642689,183,0,0,deep,deuce,far,-1.774414,20.8125,out,deuce,far,-2.191406,25.927538,1.291992,cross court,Net,false,20:09:22,4846.589844,182
Lenn Luemkemann,1,first_serve,Serve,Flat,126.093613,184,0,0,deep,ad,far,0.592648,19.614628,deep,ad,near,-1.110352,1.490378,2.425781,down the T,Out,false,20:09:52,4876.049805,183
Opponent,2,first_return,Forehand,Topspin,54.047695,184,0,0,deep,ad,near,-2.653849,1.629567,out,ad,far,0.881836,25.036913,1.464844,inside out,In,false,20:09:52,4876.75,183
Lenn Luemkemann,1,second_serve,Serve,Kick,107.532982,185,0,0,short,ad,far,0.68398,16.982677,deep,ad,near,-1.21875,-0.189309,2.498047,down the T,In,false,20:10:03,4886.970215,184
Opponent,2,second_return,Forehand,Topspin,51.430119,185,0,0,deep,ad,near,-0.371552,4.685539,out,ad,far,1.629883,26.380663,1.541016,inside out,In,false,20:10:04,4887.970215,184
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,60.651142,185,0,0,deep,deuce,far,-2.307331,18.568214,deep,ad,near,-0.936523,0.123191,1.34082,inside in,In,false,20:10:05,4889.240234,184
Opponent,4,return_plus_one,Forehand,Topspin,53.634544,185,0,0,short,deuce,near,0.983438,6.016562,out,deuce,far,-3.041016,26.068163,1.206055,cross court,In,false,20:10:06,4890.470215,184
Lenn Luemkemann,5,in_play,Forehand,Topspin,68.67131,185,0,0,deep,ad,far,3.447384,21.88069,deep,deuce,near,1.694336,0.959128,1.079102,down the line,In,false,20:10:07,4891.740234,184
Opponent,6,in_play,Backhand,Slice,36.366577,185,0,0,short,ad,far,0.168945,17.234375,out,ad,far,2.898438,27.115038,1.140625,cross court,Net,false,20:10:09,4892.839844,184
Lenn Luemkemann,1,first_serve,Serve,Flat,47.470688,186,0,0,short,ad,near,-2.595703,8.451076,deep,deuce,near,0.477051,-0.072122,2.5,out wide,Net,false,20:10:46,4930.060059,185
Lenn Luemkemann,1,second_serve,Serve,Flat,89.056938,187,0,0,short,deuce,far,-2.767579,15.022551,deep,deuce,near,-0.068176,1.045066,2.484375,out wide,In,false,20:11:03,4947.439941,186
Opponent,2,second_return,Forehand,Slice,48.629185,187,0,0,out,ad,near,-2.4375,-0.34375,out,deuce_alley,far,-5.207031,25.911913,1.072266,down the line,Out,false,20:11:04,4948.370117,186
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,46.419548,187,0,0,deep,ad,far,0.836605,20.108244,out,ad,near,-2.496094,-0.525247,0.706055,cross court,In,false,20:11:06,4949.839844,186
Opponent,4,return_plus_one,Forehand,Topspin,49.59959,187,0,0,deep,ad,near,-2.573769,0.570424,deep,ad,far,1.249023,23.911913,1.078125,inside out,In,false,20:11:07,4951.290039,186
Lenn Luemkemann,5,in_play,Backhand,Topspin,56.391029,187,0,0,deep,ad,far,2.173482,21.828022,out,ad,near,-2.316406,-1.462747,1.229492,cross court,In,false,20:11:08,4952.720215,186
Opponent,6,in_play,Forehand,Topspin,58.914639,187,0,0,short,ad,near,-2.139789,6.952627,deep,ad,far,2.402344,23.740038,1.576172,inside out,In,false,20:11:10,4954.160156,186
Lenn Luemkemann,7,in_play,Backhand,Topspin,68.197411,187,0,0,deep,deuce_alley,far,-4.152995,21.423357,deep,ad,near,-3.046875,-0.361184,0.889648,down the line,Out,false,20:11:11,4955.549805,186
Lenn Luemkemann,1,first_serve,Serve,Flat,123.919991,189,0,0,deep,ad_alley,far,5.034689,19.574316,deep,ad,near,-0.798828,0.459128,2.462891,out wide,Out,false,20:11:43,4987.609863,188
Lenn Luemkemann,1,second_serve,Serve,Kick,114.956139,190,0,0,deep,ad,far,0.488121,18.289219,deep,ad,near,-1.134766,-0.134622,2.53125,down the T,Out,false,20:11:53,4997.299805,189
Opponent,2,second_return,Forehand,Topspin,27.267246,190,0,0,short,deuce,far,-1.705078,13.570312,out,ad,far,1.56543,25.521288,1.324219,inside in,Net,false,20:11:54,4998.200195,189
Lenn Luemkemann,1,first_serve,Serve,Flat,123.407745,191,0,0,deep,deuce,far,-0.705111,19.796949,deep,deuce,near,0.679688,-0.033059,2.605469,down the T,Out,false,20:12:27,5031.02002,190
Opponent,2,first_return,Backhand,Topspin,34.07156,191,0,0,deep,deuce,near,0.11322,4.578125,out,deuce,far,-0.567383,25.708788,1.09082,inside out,In,false,20:12:27,5031.720215,190
Lenn Luemkemann,1,second_serve,Serve,Kick,74.502022,192,0,0,deep,deuce,far,-1.049116,18.297428,deep,deuce,near,0.605469,-0.095559,2.599609,down the T,Out,false,20:12:37,5041.700195,191
Opponent,2,second_return,Backhand,Topspin,40.960594,192,0,0,short,ad,near,-0.033081,11.078125,out,deuce,far,-1.532227,26.021288,1.375977,inside in,In,false,20:12:39,5043,191
Lenn Luemkemann,1,first_serve,Serve,Flat,129.814163,193,0,0,short,ad,far,0.219869,17.69495,deep,ad,near,-0.831055,0.670066,2.472656,down the T,In,false,20:13:15,5078.939941,192
Opponent,2,first_return,Forehand,Slice,39.920185,193,0,0,deep,ad,near,-2.248311,1.748909,out,ad,far,0.589844,25.911913,1.151367,inside out,In,false,20:13:15,5079.609863,192
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,65.931717,193,0,0,deep,ad,far,2.831296,18.686476,out,ad,near,-2.205078,-0.837747,1.335938,inside out,In,false,20:13:17,5081.600098,192
Opponent,4,return_plus_one,Backhand,Topspin,49.263996,193,0,0,deep,ad,near,-1.351975,4.182606,out,ad,far,3.970703,26.036913,1.398438,cross court,In,false,20:13:19,5083.029785,192
Lenn Luemkemann,5,in_play,Backhand,Flat,62.306007,193,0,0,deep,ad,far,2.227088,19.13641,deep,ad,near,-2.121094,0.615378,1.332031,cross court,In,false,20:13:20,5084.439941,192
Opponent,6,in_play,Backhand,Slice,38.020531,193,0,0,short,ad,near,-2.989626,7.643412,deep,ad,far,2.970703,24.958788,1.15625,cross court,In,false,20:13:21,5085.580078,192
Lenn Luemkemann,7,in_play,Backhand,Slice,32.112103,193,0,0,short,ad,near,-2.291016,6.561992,deep,ad,near,-3.660156,2.607565,1.294922,cross court,Net,false,20:13:23,5087.330078,192
Lenn Luemkemann,1,first_serve,Serve,Flat,117.656944,194,0,0,short,deuce,far,-3.833354,17.933189,deep,deuce,near,0.893555,-0.423684,2.611328,out wide,In,false,20:13:58,5122.509766,193
Opponent,2,first_return,Forehand,Slice,37.940685,194,0,0,deep,deuce,near,1.683594,1.34375,deep,deuce_out,far,-5.765625,24.333788,1.646484,down the line,In,false,20:13:59,5123.319824,193
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,62.266571,194,0,0,deep,ad,far,3.009998,20.81662,out,deuce,near,2.076172,-2.165872,1.207031,down the line,In,false,20:14:01,5125.490234,193
Opponent,4,return_plus_one,Backhand,Topspin,40.046288,194,0,0,deep,ad,near,-0.826143,4.057422,deep,ad,far,2.232422,24.193163,1.101562,cross court,In,false,20:14:03,5126.939941,193
Lenn Luemkemann,5,in_play,Forehand,Topspin,68.564728,194,0,0,deep,deuce,far,-2.86692,19.304157,out,ad,near,-1.22168,-0.642434,1.617188,inside in,In,false,20:14:04,5128.540039,193
Opponent,6,in_play,Forehand,Topspin,45.812176,194,0,0,short,deuce,near,1.883789,7.816406,out,deuce,far,-2.742188,24.990038,1.544922,cross court,In,false,20:14:06,5129.879883,193
Lenn Luemkemann,7,in_play,Volley,Flat,21.650688,194,0,0,short,ad,far,3.338648,18.247133,short,deuce,near,1.883789,7.291159,1.630859,down the line,In,false,20:14:07,5130.779785,193
