Player,Shot,Type,Stroke,Spin,Speed (MPH),2,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,New Points
Opponent,2,second_return,Backhand,Flat,56.08984,52,0,0,short,deuce_alley,near,5.238529,5.616107,deep,ad,far,3.134766,23.255663,1.291016,down the line,Out,false,19:09:31,1255.449951,51
Lenn Luemkemann,1,first_serve,Serve,Slice,116.08297,53,0,0,short,deuce,far,-3.310332,18.244848,deep,deuce,near,0.835449,-0.017434,2.460938,out wide,In,false,19:09:56,1280.02002,52
Opponent,2,first_return,Forehand,Flat,47.135731,53,0,0,out,deuce,near,0.025395,-1.012911,out,deuce_alley,far,-5.140625,25.208788,1.041992,down the line,Out,false,19:09:56,1280.680054,52
Opponent,1,first_serve,Serve,Slice,87.733475,56,0,0,short,deuce,near,4.106371,7.548035,deep,deuce,far,-0.680664,23.677538,2.369141,out wide,In,false,19:10:36,1320.530029,55
Lenn Luemkemann,2,first_return,Forehand,Slice,49.998631,56,0,0,short,ad,far,0.488037,16.03125,deep,deuce_alley,near,4.660156,3.974753,1.904297,down the line,In,false,19:10:37,1321.599976,55
Opponent,1,first_serve,Serve,Slice,97.137924,58,0,0,short,ad,near,-4.105181,6.993211,deep,ad,far,0.29541,23.639757,2.255859,out wide,In,false,19:10:59,1343.709961,57
Lenn Luemkemann,2,first_return,Backhand,Slice,43.537113,58,0,0,short,ad,near,-2.664062,9.273438,deep,ad_alley,near,-4.855469,-0.126809,0.990723,down the line,Net,false,19:11:00,1344.449951,57
Opponent,1,first_serve,Serve,Flat,112.58358,60,0,0,short,deuce,near,2.154389,7.842638,deep,deuce,far,-0.852539,24.177538,2.431641,out wide,In,false,19:11:25,1369.579956,59
Lenn Luemkemann,2,first_return,Backhand,Topspin,26.734545,60,0,0,short,ad,near,-1.166016,5.558846,deep,deuce,near,2.783203,-0.236184,1.144531,inside in,Net,false,19:11:26,1369.97998,59
Opponent,1,first_serve,Serve,Slice,83.7304,62,0,0,deep,ad,near,-1.27268,1.478654,deep,ad,far,0.422363,22.490038,2.335938,down the T,Out,false,19:11:56,1400.22998,61
Lenn Luemkemann,2,first_return,Forehand,Topspin,61.330173,62,0,0,deep,ad,far,2.466797,22.9375,out,ad,near,-1.368164,-1.548684,0.972168,inside out,In,false,19:11:57,1400.869995,61
Opponent,3,serve_plus_one,Backhand,Slice,40.758907,62,0,0,short,deuce,far,-0.096191,17.3125,deep,ad,far,2.523438,24.865038,0.814453,down the line,Net,false,19:11:58,1401.900024,61
Opponent,1,second_serve,Serve,Slice,75.768295,63,0,0,short,ad,near,-2.267651,6.810703,deep,ad,far,0.185791,23.432503,2.255859,out wide,In,false,19:12:07,1411.430054,62
Lenn Luemkemann,2,second_return,Forehand,Topspin,54.595463,63,0,0,deep,ad,far,1.239944,19.910334,deep,ad,near,-2.927734,0.623191,1.473633,inside out,In,false,19:12:08,1412.329956,62
Opponent,3,serve_plus_one,Backhand,Flat,55.734379,63,0,0,deep,ad_alley,near,-4.418078,3.235884,deep,ad,far,1.820312,24.380663,1.079102,down the line,Out,false,19:12:09,1413.579956,62
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,33.996284,63,0,0,deep,deuce,far,-2.532642,19.19989,deep,ad_alley,near,-4.589844,-0.447122,1.536133,down the line,In,false,19:12:11,1414.880005,62
Opponent,1,first_serve,Serve,Slice,109.230309,64,0,0,short,deuce,near,3.968359,7.20678,deep,deuce,far,-0.739258,24.271288,2.435547,out wide,In,false,19:12:37,1441.76001,63
Lenn Luemkemann,2,first_return,Forehand,Topspin,30.271868,64,0,0,short,deuce,near,0.871582,8.940668,deep,deuce_alley,near,4.691406,-0.048684,1.166016,down the line,Net,false,19:12:38,1442.420044,63
Opponent,1,second_serve,Serve,Flat,117.086929,65,0,0,short,deuce,near,0.662109,6.064915,deep,deuce,far,-0.723145,24.021288,2.246094,down the T,In,false,19:14:24,1548.349976,64
Lenn Luemkemann,2,second_return,Backhand,Flat,50.444744,65,0,0,deep,ad,far,1.608981,18.590336,deep,deuce,near,0.848145,-0.189309,0.942871,inside in,In,false,19:14:24,1548.630005,64
Opponent,3,serve_plus_one,Backhand,Slice,47.474201,65,0,0,short,deuce,far,-1.298828,12.59375,deep,ad,far,1.686523,24.646288,0.962891,down the line,Net,false,19:14:26,1550.030029,64
Opponent,1,first_serve,Serve,Slice,83.275261,66,0,0,short,ad,near,-0.190001,6.118451,deep,ad,far,0.955078,23.943163,2.427734,down the T,In,false,19:14:44,1568.640015,65
Lenn Luemkemann,2,first_return,Forehand,Slice,37.709576,66,0,0,deep,deuce,far,-0.182564,19.440023,out,ad,near,-0.934082,-1.564309,0.87207,inside in,In,false,19:14:45,1569.5,65
Opponent,3,serve_plus_one,Forehand,Flat,75.473228,66,0,0,deep,deuce,near,3.501997,4.739719,deep,deuce,far,-0.373779,22.177538,1.453125,cross court,In,false,19:14:47,1571.430054,65
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,36.111488,66,0,0,short,deuce,near,2.089844,5.979635,out,deuce,near,4.027344,-1.525247,1.240234,cross court,Net,false,19:14:48,1572.300049,65
Opponent,1,first_serve,Serve,Flat,112.58358,67,0,0,short,center_line,near,0.022415,6.730325,deep,deuce,far,-0.760742,24.349413,2.25,down the T,In,false,19:15:40,1624.52002,66
Opponent,1,first_serve,Serve,Flat,123.942101,69,0,0,short,ad,near,-4.077896,8.707669,deep,ad,far,0.313721,22.583788,2.265625,out wide,In,false,19:16:00,1643.77002,68
Opponent,1,first_serve,Serve,Slice,65.838417,70,0,0,short,ad,near,-2.705968,7.175046,deep,ad,far,0.451172,22.396288,2.226562,out wide,In,false,19:16:11,1655.599976,69
Lenn Luemkemann,2,first_return,Backhand,Topspin,56.943733,70,0,0,deep,ad,far,1.151438,23.110373,deep,ad,near,-3.474609,1.381003,1.538086,cross court,In,false,19:16:12,1656.550049,69
Opponent,3,serve_plus_one,Forehand,Flat,49.891899,70,0,0,deep,ad,near,-2.732663,3.918211,out,ad,far,1.650391,25.896288,0.980469,inside out,In,false,19:16:13,1657.75,69
Lenn Luemkemann,4,return_plus_one,Backhand,Flat,63.921413,70,0,0,deep,ad,far,0.940246,22.030228,out,ad,near,-2.9375,-0.861184,1.355469,cross court,In,false,19:16:15,1659.219971,69
Opponent,5,in_play,Forehand,Topspin,56.301098,70,0,0,short,ad,near,-1.92362,7.561998,out,ad,far,1.78125,26.240038,1.02832,inside out,In,false,19:16:16,1660.52002,69
Lenn Luemkemann,6,in_play,Backhand,Flat,59.65707,70,0,0,deep,ad,far,2.072826,20.856285,out,ad,near,-2.884766,-0.986184,0.853516,cross court,In,false,19:16:18,1661.920044,69
Opponent,7,in_play,Backhand,Flat,49.979721,70,0,0,deep,ad,near,-0.78551,5.302657,deep,ad,far,2.769531,24.708788,1.265625,cross court,In,false,19:16:19,1663.189941,69
Lenn Luemkemann,8,in_play,Backhand,Flat,62.744888,70,0,0,short,ad,far,2.010443,18.270769,out,ad,near,-1.464844,-0.548684,1.011719,cross court,In,false,19:16:20,1664.52002,69
Opponent,9,in_play,Backhand,Slice,47.489769,70,0,0,deep,ad,near,-2.505649,2.789667,out,ad,far,2.765625,26.115038,1.259766,cross court,In,false,19:16:22,1666.02002,69
Lenn Luemkemann,10,in_play,Backhand,Slice,49.12986,70,0,0,out,deuce,far,-1.388021,23.781853,deep,ad,near,-2.560547,-0.079934,0.921875,down the line,Out,false,19:16:23,1667.52002,69
Opponent,1,second_serve,Serve,Kick,87.767792,72,0,0,short,ad,near,-0.785185,7.8514,deep,ad,far,0.882324,23.286913,2.341797,down the T,In,false,19:16:56,1700.109985,71
Lenn Luemkemann,2,second_return,Forehand,Topspin,55.421547,72,0,0,out,deuce,far,-2.30135,24.35788,out,ad,near,-1.810547,-1.033059,1.270508,inside in,Out,false,19:16:57,1700.859985,71
Opponent,1,first_serve,Serve,Flat,90.066864,73,0,0,short,ad,near,-0.0347,6.730013,deep,deuce,far,-0.658203,24.208788,2.333984,down the T,Out,false,19:17:16,1719.930054,72
Opponent,1,second_serve,Serve,Slice,63.48901,74,0,0,short,deuce,near,2.501133,7.559942,deep,deuce,far,-0.661133,24.146288,2.304688,out wide,In,false,19:17:24,1727.920044,73
Lenn Luemkemann,2,second_return,Forehand,Topspin,57.728245,74,0,0,out,deuce,far,-1.14731,25.921726,deep,deuce,near,2.712891,1.279441,1.40918,cross court,Out,false,19:17:25,1728.890015,73
Lenn Luemkemann,1,first_serve,Serve,Slice,106.480751,76,0,0,deep,deuce_alley,far,-4.171885,18.606056,deep,deuce,near,-0.244995,0.309327,2.447266,out wide,Out,false,19:17:56,1760.109985,75
Opponent,2,first_return,Forehand,Topspin,39.000515,76,0,0,short,deuce,near,0.206878,9.790965,out,deuce_alley,far,-4.765625,25.583788,1.167969,down the line,In,false,19:17:57,1760.780029,75
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,62.186848,76,0,0,deep,ad,far,3.355973,21.071268,deep,deuce,near,2.210938,3.045065,0.857422,down the line,In,false,19:17:58,1762.560059,75
Opponent,4,return_plus_one,Backhand,Slice,29.824774,76,0,0,short,deuce,near,0.805176,8.757812,deep,ad,far,2.818359,24.208788,0.733398,down the line,In,false,19:17:59,1763.640015,75
Lenn Luemkemann,5,in_play,Overhead,Flat,121.590271,76,0,0,short,deuce,far,-0.986816,17.84375,short,deuce,near,0.805176,8.232566,2.660156,---,In,false,19:18:01,1765.540039,75
Lenn Luemkemann,1,first_serve,Serve,Flat,126.977928,78,0,0,short,ad,far,0.635483,17.807171,deep,ad,near,-1.070312,1.131003,2.373047,down the T,In,false,19:18:27,1791.339966,77
Opponent,2,first_return,Forehand,Flat,57.080303,78,0,0,deep,deuce,near,3.498749,3.498031,out,ad,far,1.204102,25.161913,1.201172,inside in,In,false,19:18:28,1791.910034,77
Lenn Luemkemann,1,first_serve,Serve,Flat,96.240761,79,0,0,short,deuce,far,-1.075502,18.244848,deep,deuce,near,0.609863,0.006003,2.591797,down the T,In,false,19:18:51,1814.949951,78
Opponent,2,first_return,Backhand,Flat,45.114319,79,0,0,deep,ad,near,-2.962604,2.952026,deep,deuce,far,-1.496094,24.302538,1.106445,inside in,In,false,19:18:51,1815.719971,78
Lenn Luemkemann,3,serve_plus_one,Backhand,Flat,56.238087,79,0,0,deep,ad,far,1.226254,20.244045,deep,ad,near,-2.628906,-0.478372,1.011719,cross court,In,false,19:18:53,1817.050049,78
Opponent,4,return_plus_one,Backhand,Topspin,58.602375,79,0,0,deep,ad,near,-1.53565,3.036005,out,ad,far,2.027344,25.083788,0.946289,cross court,In,false,19:18:54,1818.380005,78
Lenn Luemkemann,5,in_play,Backhand,Topspin,61.449398,79,0,0,deep,ad,far,0.760836,20.68535,out,ad,near,-1.998047,-1.376809,0.978027,cross court,In,false,19:18:55,1819.579956,78
Opponent,6,in_play,Forehand,Flat,61.884613,79,0,0,deep,deuce,near,2.294892,3.062419,deep,ad,far,1.329102,24.896288,1.113281,inside in,In,false,19:18:57,1820.819946,78
Lenn Luemkemann,7,in_play,Forehand,Topspin,42.159222,79,0,0,out,deuce_alley,far,-4.503837,25.110424,out,deuce,near,1.891602,-1.900247,1.100586,down the line,Out,false,19:18:58,1821.949951,78
Lenn Luemkemann,1,first_serve,Serve,Kick,125.817863,80,0,0,short,ad,far,3.460089,18.194773,deep,ad,near,-0.750488,0.252415,2.369141,out wide,In,false,19:19:26,1850.439941,79
Opponent,2,first_return,Backhand,Slice,39.101109,80,0,0,out,ad,near,-3.793828,-0.812021,out,ad_alley,far,4.429688,25.990038,1.09082,down the line,Out,false,19:19:27,1851.079956,79
Lenn Luemkemann,1,first_serve,Serve,Slice,112.3899,81,0,0,short,deuce,far,-3.41762,17.538195,deep,deuce,near,0.640625,-0.111184,2.544922,out wide,In,false,19:19:57,1880.939941,80
Opponent,2,first_return,Forehand,Flat,40.233334,81,0,0,deep,ad_alley,near,-5.282245,4.517069,deep,deuce_alley,far,-5.164062,24.380663,0.79248,down the line,Out,false,19:19:57,1881.680054,80
Lenn Luemkemann,1,first_serve,Serve,Slice,109.962784,82,0,0,short,ad,far,3.043369,17.209299,deep,ad,near,-0.887695,0.732566,2.394531,out wide,In,false,19:20:24,1908.369995,81
Opponent,2,first_return,Backhand,Topspin,59.366692,82,0,0,out,ad,near,-0.870582,-1.544536,out,ad,far,4.097656,25.708788,1.101562,cross court,Out,false,19:20:25,1908.97998,81
Lenn Luemkemann,1,first_serve,Serve,Flat,50.722519,83,0,0,short,ad,near,-0.849609,9.320211,deep,deuce,near,0.766602,0.256003,2.478516,down the T,Net,false,19:22:03,2007.099976,82
Lenn Luemkemann,1,second_serve,Serve,Kick,80.271515,84,0,0,deep,deuce,far,-3.825409,18.701273,deep,deuce,near,0.518555,0.420066,2.542969,out wide,Out,false,19:22:12,2016.540039,83
Opponent,2,second_return,Forehand,Flat,69.428337,84,0,0,deep,ad,near,-1.785156,1.09375,deep,deuce_alley,far,-5.121094,24.771288,0.932129,down the line,In,false,19:22:13,2017.380005,83
Lenn Luemkemann,3,serve_plus_one,Backhand,Flat,35.58049,84,0,0,short,deuce,far,-2.320417,16.328135,deep,ad,near,-1.785156,0.568503,0.065674,down the line,In,false,19:22:14,2018.26001,83
Opponent,4,return_plus_one,Forehand,Flat,71.658806,84,0,0,deep,deuce,near,4.091607,0.15097,deep,deuce,far,-2.304688,23.568163,0.740234,cross court,In,false,19:22:16,2020.060059,83
Lenn Luemkemann,1,first_serve,Serve,Kick,93.248985,85,0,0,short,ad,far,0.654335,17.304714,deep,ad,near,-1.233398,0.029441,2.466797,down the T,In,false,19:22:39,2043.579956,84
Opponent,2,first_return,Forehand,Flat,27.921127,85,0,0,short,ad_alley,near,-4.167969,10.960938,deep,ad,far,1.335938,24.130663,1.121094,inside in,Out,false,19:22:40,2044.310059,84
Lenn Luemkemann,1,first_serve,Serve,Kick,88.769661,86,0,0,short,deuce,far,-3.494144,16.721214,deep,deuce,near,0.456299,0.310691,2.462891,out wide,In,false,19:23:08,2072.350098,85
Opponent,2,first_return,Forehand,Topspin,40.525642,86,0,0,deep,ad,near,-2.732396,2.61191,out,deuce_alley,far,-5.019531,25.365038,1.37793,down the line,In,false,19:23:09,2073.120117,85
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,55.031487,86,0,0,deep,ad,far,2.145301,19.9622,deep,ad,near,-2.177734,0.529441,1.513672,cross court,In,false,19:23:11,2074.929932,85
Opponent,4,return_plus_one,Backhand,Flat,55.798641,86,0,0,deep,ad,near,-2.419897,4.476748,deep,ad,far,2.423828,24.396288,1.446289,cross court,In,false,19:23:12,2076.199951,85
Lenn Luemkemann,5,in_play,Backhand,Topspin,51.457291,86,0,0,short,ad,far,0.629523,17.771179,out,ad,near,-3.023438,-1.103372,1.121094,cross court,In,false,19:23:13,2077.429932,85
Opponent,6,in_play,Backhand,Flat,59.344551,86,0,0,deep,deuce,near,1.822366,3.802587,deep,ad,far,1.791016,23.458788,1.111328,down the line,In,false,19:23:15,2078.830078,85
Lenn Luemkemann,7,in_play,Forehand,Topspin,46.371445,86,0,0,deep,ad,far,2.163342,21.362709,out,deuce,near,1.745117,-1.978372,0.994141,down the line,In,false,19:23:16,2079.949951,85
Opponent,8,in_play,Backhand,Flat,59.270741,86,0,0,deep,ad,near,-2.929664,3.715492,out,ad,far,2.236328,26.568163,0.773438,cross court,In,false,19:23:17,2081.459961,85
Lenn Luemkemann,9,in_play,Backhand,Topspin,54.332478,86,0,0,deep,ad,far,2.289708,20.948753,out,ad,near,-3.484375,-1.150247,1.224609,cross court,In,false,19:23:19,2082.899902,85
Opponent,10,in_play,Backhand,Flat,87.824417,86,0,0,deep,deuce,near,2.507936,5.210033,deep,ad,far,2.330078,24.724413,1.121094,down the line,In,false,19:23:20,2084.340088,85
Lenn Luemkemann,11,in_play,Forehand,Topspin,56.083099,86,0,0,deep,ad,far,1.674558,21.745796,out,deuce,near,2.058594,-2.306497,0.634766,down the line,In,false,19:23:21,2085.27002,85
Opponent,12,in_play,Backhand,Flat,54.422886,86,0,0,deep,deuce,near,1.618385,2.446409,deep,ad,far,1.203125,24.865038,0.884766,down the line,In,false,19:23:22,2086.570068,85
Lenn Luemkemann,13,in_play,Forehand,Topspin,50.565948,86,0,0,deep,ad,far,1.882295,21.854673,out,deuce,near,1.129883,-2.486185,1.048828,down the line,In,false,19:23:24,2087.909912,85
Opponent,14,in_play,Forehand,Flat,49.555141,86,0,0,deep,ad,near,-0.703234,3.573412,out,ad,far,1.791992,25.021288,1.082031,inside out,In,false,19:23:25,2089.449951,85
Lenn Luemkemann,15,in_play,Forehand,Topspin,66.183556,86,0,0,deep,deuce,far,-3.466865,22.520422,out,ad,near,-1.364258,-2.861185,1.399414,inside in,In,false,19:23:27,2091.080078,85
Opponent,16,in_play,Forehand,Flat,60.856358,86,0,0,deep,deuce,near,1.846563,3.218451,out,deuce,far,-3.212891,25.880663,1.066406,cross court,In,false,19:23:28,2092.330078,85
Lenn Luemkemann,17,in_play,Forehand,Topspin,60.872684,86,0,0,out,ad_alley,far,4.681938,24.90625,out,deuce,near,2.083984,-0.681497,1.041992,down the line,Out,false,19:23:29,2093.5,85
Lenn Luemkemann,1,first_serve,Serve,Kick,100.762466,87,0,0,deep,ad,far,0.675042,18.952412,deep,ad,near,-1.166992,-0.165872,2.476562,down the T,Out,false,19:24:02,2126.27002,86
Opponent,2,first_return,Forehand,Topspin,56.185951,87,0,0,out,deuce,near,0.867991,-0.638574,out,ad,far,1.208984,25.583788,1.540039,inside in,Out,false,19:24:03,2127,86
Lenn Luemkemann,1,second_serve,Serve,Kick,63.463314,88,0,0,short,ad,far,3.476637,18.263353,deep,ad,near,-0.919434,1.271628,2.525391,out wide,In,false,19:24:17,2141.23999,87
Opponent,2,second_return,Backhand,Slice,59.478298,88,0,0,deep,ad,near,-1.685263,2.210487,out,ad,far,4.027344,25.052538,0.944336,cross court,In,false,19:24:18,2142.699951,87
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,48.243641,88,0,0,deep,ad,far,2.635707,20.209969,out,ad,near,-2.246094,-1.501809,1.264648,inside out,In,false,19:24:20,2143.98999,87
Opponent,4,return_plus_one,Backhand,Topspin,82.32457,88,0,0,deep,deuce,near,2.734474,3.906166,deep,ad,far,2.392578,24.615038,1.439453,down the line,In,false,19:24:21,2145.639893,87
Lenn Luemkemann,5,in_play,Forehand,Slice,32.15654,88,0,0,short,ad,near,-2.207031,7.136719,out,deuce,near,2.212891,-2.986185,1,down the line,Net,false,19:24:22,2146.639893,87
Lenn Luemkemann,1,first_serve,Serve,Slice,61.511166,89,0,0,short,ad,near,-0.256592,6.047267,deep,deuce,near,0.863281,-0.095559,2.556641,down the T,Net,false,19:24:53,2177.629883,88
Lenn Luemkemann,1,second_serve,Serve,Kick,69.865685,90,0,0,deep,deuce,far,-1.223265,19.065681,deep,deuce,near,0.937988,-0.197122,2.542969,down the T,Out,false,19:25:02,2186.080078,89
Opponent,2,second_return,Backhand,Topspin,61.512093,90,0,0,out,deuce,near,3.330834,-0.43454,deep,deuce,far,-1.657227,22.552538,1.436523,inside out,Out,false,19:25:03,2187.110107,89
Lenn Luemkemann,3,serve_plus_one,Forehand,Flat,35.376842,90,0,0,short,deuce,far,-0.536621,17.65625,out,deuce,near,2.941406,-0.564309,0.70459,cross court,In,false,19:25:04,2188.01001,89
Opponent,4,return_plus_one,Backhand,Topspin,24.298212,90,0,0,short,deuce,far,-3.248047,12.28125,short,deuce,far,-0.536621,18.865038,1.683594,inside out,Net,false,19:25:05,2189.399902,89
Lenn Luemkemann,1,first_serve,Serve,Kick,121.22657,92,0,0,short,center_line,far,-0.010944,17.744474,deep,ad,near,-0.949707,0.474753,2.490234,down the T,In,false,19:25:40,2224.73999,91
Opponent,2,first_return,Forehand,Flat,29.841095,92,0,0,short,deuce,far,-3.994141,13.117188,deep,ad,far,0.124634,24.740038,1.597656,inside in,Net,false,19:25:41,2225.5,91
Lenn Luemkemann,1,first_serve,Serve,Kick,87.813797,94,0,0,short,deuce,far,-2.67006,16.213461,deep,deuce,near,0.701172,-0.126809,2.535156,out wide,In,false,19:26:14,2258.169922,93
Opponent,2,first_return,Forehand,Topspin,45.426071,94,0,0,short,deuce,near,0.662109,8.273438,out,deuce_alley,far,-4.320312,25.224413,1.246094,down the line,In,false,19:26:15,2259,93
Lenn Luemkemann,3,serve_plus_one,Volley,Flat,21.650688,94,0,0,deep,ad,far,2.955471,21.491394,short,deuce,near,0.662109,7.74819,1.09375,down the line,In,false,19:26:16,2259.899902,93
Opponent,4,return_plus_one,Backhand,Flat,39.40163,94,0,0,out,ad,near,-3.861719,-0.587383,out,ad,far,2.851562,25.708788,0.810547,cross court,Out,false,19:26:17,2261.300049,93
Opponent,1,first_serve,Serve,Slice,40.601295,95,0,0,deep,deuce,near,4.009807,1.104284,deep,deuce,far,-0.731934,22.786913,1.988281,out wide,Out,false,19:29:03,2427.429932,94
Opponent,1,second_serve,Serve,Kick,130.596954,96,0,0,short,deuce,near,2.067692,7.350532,deep,deuce,far,-0.856445,23.240038,2.328125,down the T,In,false,19:29:12,2436.51001,95
Lenn Luemkemann,2,second_return,Forehand,Topspin,68.483719,96,0,0,deep,deuce,far,-2.512131,20.76775,deep,deuce,near,2.494141,0.412253,1.342773,cross court,In,false,19:29:13,2437.209961,95
Opponent,3,serve_plus_one,Forehand,Topspin,82.588272,96,0,0,short,ad_alley,near,-4.865648,6.71245,deep,deuce,far,-3.767578,19.943163,2.763672,down the line,Out,false,19:29:14,2438.550049,95
Opponent,1,first_serve,Serve,Slice,79.098907,98,0,0,short,ad,near,-1.316406,7.680332,deep,ad,far,0.977051,23.865038,2.335938,down the T,In,false,19:29:35,2459.530029,97
Lenn Luemkemann,2,first_return,Forehand,Topspin,60.076107,98,0,0,deep,deuce,far,-0.151281,20.238829,out,ad,near,-1.724609,-0.579934,1.099609,inside in,In,false,19:29:36,2460.22998,97
Opponent,3,serve_plus_one,Forehand,Flat,75.816422,98,0,0,deep,deuce,near,4.056013,3.347096,deep,deuce,far,-0.219482,24.208788,1.129883,cross court,In,false,19:29:37,2461.429932,97
Opponent,1,first_serve,Serve,Flat,94.592354,100,0,0,short,deuce,near,1.139612,5.93396,deep,deuce,far,-0.751953,23.990038,2.351562,down the T,In,false,19:29:57,2481.530029,99
Lenn Luemkemann,2,first_return,Backhand,Flat,41.37672,100,0,0,deep,deuce_alley,far,-4.193445,20.141987,deep,deuce,near,1.017578,0.123191,1.302734,inside in,Out,false,19:29:58,2482.199951,99
Opponent,3,serve_plus_one,Forehand,Flat,78.474052,100,0,0,deep,deuce,near,2.527613,1.219138,out,deuce,far,-3.242188,25.505663,1.291016,cross court,In,false,19:30:00,2483.850098,99
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,49.844158,100,0,0,deep,ad,far,0.761539,23.329779,out,deuce,near,3.207031,-2.517435,1.151367,down the line,In,false,19:30:01,2484.870117,99
Opponent,5,in_play,Forehand,Flat,53.940372,100,0,0,deep,ad,near,-3.166061,2.186246,deep,ad,far,0.800293,24.646288,1.057617,inside out,In,false,19:30:02,2486.399902,99
Lenn Luemkemann,6,in_play,Backhand,Topspin,50.896923,100,0,0,deep,ad,far,1.62432,21.89327,out,ad,near,-3.261719,-1.501809,1.251953,cross court,In,false,19:30:04,2487.800049,99
Opponent,7,in_play,Forehand,Topspin,67.795761,100,0,0,deep,ad_alley,near,-5.124843,3.839925,out,ad,far,1.818359,25.771288,1.040039,inside in,Out,false,19:30:05,2489.169922,99
Opponent,1,first_serve,Serve,Slice,96.377876,102,0,0,short,ad,near,-0.929293,5.974823,deep,ad,far,0.113342,23.033419,2.117188,down the T,In,false,19:30:32,2516.330078,101
Lenn Luemkemann,2,first_return,Forehand,Slice,26.094114,102,0,0,short,ad,near,-1.780273,11.65625,deep,ad,near,-1.858398,0.146628,1.488281,inside out,Net,false,19:30:33,2516.959961,101
Opponent,1,first_serve,Serve,Flat,112.58358,104,0,0,short,deuce,near,3.587176,5.502419,deep,deuce,far,-0.822266,24.099413,2.382812,out wide,In,false,19:30:56,2539.929932,103
Lenn Luemkemann,2,first_return,Forehand,Flat,45.360184,104,0,0,deep,ad,far,2.18631,20.776184,out,deuce,near,4.050781,-0.829934,1.199219,down the line,In,false,19:30:56,2540.330078,103
Opponent,3,serve_plus_one,Backhand,Slice,80.568153,104,0,0,deep,deuce_alley,near,4.275113,3.981846,deep,ad,far,1.574219,22.865038,1.513672,down the line,Out,false,19:30:58,2541.959961,103
Opponent,1,first_serve,Serve,Slice,97.875816,106,0,0,short,ad,near,-3.344654,6.514137,deep,ad,far,0.243896,22.771835,2.214844,out wide,In,false,19:31:28,2571.820068,105
Lenn Luemkemann,2,first_return,Backhand,Flat,51.995483,106,0,0,deep,deuce,far,-2.172662,18.295454,deep,ad_alley,near,-4.550781,-0.251809,1.134766,down the line,In,false,19:31:28,2572.439941,105
Opponent,3,serve_plus_one,Forehand,Topspin,52.063583,106,0,0,deep,ad,near,-3.221765,2.087611,deep,deuce,far,-1.345703,24.021288,1.197266,down the line,In,false,19:31:29,2573.76001,105
Lenn Luemkemann,4,return_plus_one,Backhand,Flat,49.242611,106,0,0,deep,deuce,far,-1.180233,19.845814,out,ad,near,-3.251953,-1.806497,1.314453,down the line,In,false,19:31:31,2575.129883,105
Opponent,5,in_play,Forehand,Topspin,69.582359,106,0,0,deep,deuce,near,2.261206,0.441564,out,deuce,far,-1.422852,25.802538,1.076172,cross court,In,false,19:31:32,2576.570068,105
Lenn Luemkemann,6,in_play,Forehand,Topspin,32.702606,106,0,0,short,deuce,near,2.519531,10.75,out,deuce,near,2.224609,-2.43931,1.449219,cross court,Net,false,19:31:33,2577.570068,105
Opponent,1,first_serve,Serve,Kick,58.698849,107,0,0,short,ad,far,2.609375,12.679688,deep,deuce,far,-0.776855,24.365038,2.212891,out wide,Net,false,19:32:45,2648.909912,106
Opponent,1,first_serve,Serve,Slice,76.314186,108,0,0,short,deuce,near,1.887297,7.217261,short,center_line,far,0.012955,24.041895,1.933594,down the T,In,false,19:32:59,2662.889893,107
Lenn Luemkemann,2,first_return,Backhand,Topspin,49.132175,108,0,0,deep,deuce_out,far,-5.848593,22.113195,deep,deuce,near,1.62207,1.693503,1.472656,inside in,Out,false,19:32:59,2663.689941,107
Opponent,1,first_serve,Serve,Slice,110.399948,109,0,0,short,ad,near,-3.361917,6.669839,deep,ad,far,0.724609,24.115038,2.173828,out wide,In,false,19:33:30,2693.840088,108
Lenn Luemkemann,2,first_return,Backhand,Slice,34.986755,109,0,0,out,deuce,far,-1.271484,24.138865,deep,ad_alley,near,-4.898438,0.099753,1.12207,down the line,Out,false,19:33:30,2694.540039,108
Opponent,1,first_serve,Serve,Flat,94.570206,110,0,0,short,deuce,near,0.737198,6.546468,deep,deuce,far,-0.597656,24.130663,2.128906,down the T,In,false,19:33:50,2714.179932,109
Lenn Luemkemann,2,first_return,Backhand,Flat,45.424423,110,0,0,short,ad,far,2.348825,17.051449,out,deuce,near,1.117188,-0.986184,1.025391,inside in,In,false,19:33:50,2714.709961,109
Opponent,3,serve_plus_one,Backhand,Topspin,65.599541,110,0,0,deep,ad,near,-1.812368,5.215312,deep,ad,far,2.488281,24.068163,0.725586,cross court,In,false,19:33:52,2716.25,109
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,59.284992,110,0,0,out,deuce,far,-1.0642,25.156132,out,ad,near,-2.998047,-1.150247,0.940918,down the line,Out,false,19:33:53,2717.350098,109
